hotel,is_canceled,arrival_date_year,arrival_date_month,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,deposit_type,days_in_waiting_list,customer_type,required_car_parking_spaces,reservation_status
City Hotel,1,2015,October,6,0,3,1,0,0,BB,PRT,TA/TO,1,1,0,A,A,Non Refund,0,Transient,0,Canceled
City Hotel,1,2016,August,22,1,0,1,1,0,BB,POL,TA/TO,0,0,0,A,B,No Deposit,0,Transient,0,Canceled
City Hotel,0,2017,April,9,1,0,3,0,0,BB,DEU,TA/TO,0,0,0,D,D,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,2016,February,14,1,0,2,0,0,BB,PRT,Direct,0,0,0,D,D,No Deposit,0,Transient,0,Check-Out
City Hotel,1,2016,June,5,2,2,1,0,0,BB,PRT,TA/TO,0,0,0,A,A,Non Refund,0,Transient,0,Canceled
Resort Hotel,0,2015,September,18,2,5,2,0,0,BB,GBR,TA/TO,0,0,0,D,D,No Deposit,0,Contract,0,Check-Out
City Hotel,1,2016,February,28,2,2,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,No Deposit,0,Transient-Party,0,No-Show
City Hotel,0,2017,August,9,0,3,2,0,0,BB,NOR,TA/TO,0,0,0,D,D,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,2017,February,19,2,3,2,0,0,BB,ITA,TA/TO,0,0,0,A,D,No Deposit,0,Transient-Party,0,Check-Out
Resort Hotel,0,2016,April,14,0,2,2,0,0,BB,ESP,TA/TO,0,0,0,A,A,No Deposit,0,Transient,1,Check-Out
City Hotel,0,2015,August,24,1,1,2,0,0,BB,ESP,TA/TO,0,0,0,A,A,No Deposit,0,Transient-Party,0,Check-Out
City Hotel,0,2016,June,4,2,1,2,0,0,BB,USA,TA/TO,0,0,0,A,A,No Deposit,0,Transient-Party,0,Check-Out
City Hotel,0,2016,August,31,0,4,2,0,0,BB,DEU,TA/TO,0,0,0,D,D,No Deposit,0,Transient-Party,0,Check-Out
City Hotel,0,2016,June,30,0,1,1,0,0,SC,PRT,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
City Hotel,1,2016,February,6,2,2,2,0,0,BB,DEU,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Canceled
City Hotel,1,2016,May,24,0,1,1,0,0,BB,PRT,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,No-Show
City Hotel,0,2015,December,23,0,3,0,2,0,BB,DEU,TA/TO,0,0,0,B,B,No Deposit,0,Transient-Party,0,Check-Out
Resort Hotel,0,2015,July,11,2,2,2,0,0,BB,CZE,TA/TO,0,0,0,E,E,No Deposit,0,Transient,0,Check-Out
Resort Hotel,1,2016,June,7,2,5,2,1,0,BB,PRT,TA/TO,0,0,0,D,D,No Deposit,0,Transient-Party,0,Canceled
Resort Hotel,1,2016,July,2,2,5,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Canceled
Resort Hotel,1,2017,July,1,3,6,2,0,0,BB,IRL,TA/TO,0,0,0,D,D,No Deposit,0,Transient,0,Canceled
City Hotel,0,2016,July,7,0,1,2,0,0,BB,PRT,Direct,0,0,0,B,B,No Deposit,0,Transient,0,Check-Out
City Hotel,1,2016,January,27,0,3,1,0,0,BB,PRT,TA/TO,0,0,0,A,A,No Deposit,0,Transient-Party,0,Canceled
City Hotel,0,2016,June,24,0,2,1,0,0,BB,DNK,TA/TO,0,0,0,A,A,No Deposit,0,Transient-Party,0,Check-Out
Resort Hotel,0,2017,July,13,0,1,2,0,0,BB,PRT,TA/TO,0,0,0,D,I,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2017,August,14,1,0,2,0,0,BB,FRA,TA/TO,0,0,0,A,D,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2016,May,13,1,2,3,0,0,BB,FRA,TA/TO,0,0,0,A,D,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2017,August,2,0,3,3,0,0,BB,FRA,TA/TO,0,0,0,D,D,No Deposit,0,Transient,0,Check-Out
City Hotel,1,2016,February,17,0,3,1,0,0,BB,PRT,TA/TO,0,0,0,E,E,No Deposit,0,Transient,0,Canceled
City Hotel,0,2017,June,19,1,2,3,0,0,BB,BRA,TA/TO,0,0,0,D,D,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2016,June,26,2,3,2,0,0,BB,BEL,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
City Hotel,1,2017,June,2,1,2,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,Non Refund,0,Transient,0,Canceled
City Hotel,0,2015,December,6,2,1,1,0,0,SC,ESP,TA/TO,0,0,0,A,A,No Deposit,0,Group,1,Check-Out
Resort Hotel,0,2016,June,13,1,0,1,0,0,BB,USA,TA/TO,0,0,0,A,B,No Deposit,0,Transient,0,Check-Out
City Hotel,1,2015,September,5,2,2,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,No Deposit,0,Transient-Party,0,Canceled
Resort Hotel,0,2016,October,13,2,3,2,0,0,BB,NLD,Corporate,0,0,0,A,A,No Deposit,0,Transient-Party,1,Check-Out
Resort Hotel,0,2015,July,14,4,11,3,0,0,BB,PRT,Direct,0,0,0,H,H,No Deposit,0,Transient,1,Check-Out
City Hotel,1,2016,October,30,2,0,2,0,0,HB,PRT,TA/TO,0,0,0,A,A,Non Refund,0,Transient,0,Canceled
Resort Hotel,0,2017,August,29,0,5,2,0,0,BB,USA,Direct,0,0,0,E,E,No Deposit,0,Transient,1,Check-Out
City Hotel,1,2015,September,25,2,3,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,Non Refund,0,Transient,0,Canceled
City Hotel,1,2016,May,13,0,2,1,2,0,BB,CHN,TA/TO,0,0,0,F,F,No Deposit,0,Transient,0,No-Show
City Hotel,0,2016,April,6,0,1,2,0,0,HB,PRT,TA/TO,0,0,0,A,A,No Deposit,0,Transient-Party,0,Check-Out
City Hotel,1,2016,August,22,1,4,3,0,0,BB,ESP,TA/TO,0,0,0,D,D,No Deposit,0,Transient,0,Canceled
City Hotel,1,2016,December,29,1,3,2,0,0,SC,ITA,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Canceled
Resort Hotel,0,2016,October,6,2,3,1,0,0,BB,IRL,TA/TO,0,0,0,D,D,No Deposit,0,Transient-Party,0,Check-Out
City Hotel,1,2015,July,2,0,2,2,0,0,BB,PRT,TA/TO,1,1,0,A,A,No Deposit,0,Transient-Party,0,Canceled
Resort Hotel,1,2015,October,3,2,5,2,0,0,BB,PRT,TA/TO,0,1,0,A,A,Non Refund,0,Transient,0,Canceled
City Hotel,0,2016,September,11,2,0,2,0,0,BB,DEU,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,2017,March,5,4,9,2,0,0,BB,DEU,TA/TO,0,0,0,G,G,No Deposit,0,Transient,1,Check-Out
City Hotel,1,2017,June,24,2,1,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,Non Refund,0,Transient,0,Canceled
City Hotel,0,2016,November,7,1,1,1,0,0,BB,FRA,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,2016,June,21,0,1,1,0,0,BB,PRT,Corporate,1,0,2,A,A,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2016,June,24,1,2,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,No Deposit,0,Transient-Party,0,Check-Out
City Hotel,1,2015,October,6,0,4,1,0,0,BB,PRT,TA/TO,0,0,0,A,A,No Deposit,0,Contract,0,Canceled
City Hotel,0,2016,September,25,1,0,2,0,0,SC,GBR,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2016,September,18,2,5,2,1,0,BB,GBR,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2016,October,1,0,1,1,0,0,SC,ESP,TA/TO,0,0,0,A,D,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2017,June,12,1,4,2,1,0,BB,BRA,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2017,May,7,1,0,1,0,0,BB,FRA,Corporate,0,0,0,E,E,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2017,June,21,0,1,2,0,0,SC,USA,TA/TO,1,0,0,A,A,No Deposit,0,Group,0,Check-Out
City Hotel,1,2016,December,27,2,5,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Canceled
City Hotel,1,2016,February,28,2,1,1,0,0,BB,PRT,TA/TO,0,0,0,A,E,No Deposit,0,Transient-Party,0,No-Show
City Hotel,0,2017,April,16,2,0,2,2,0,BB,ISR,TA/TO,0,0,0,F,F,No Deposit,0,Transient,0,Check-Out
City Hotel,1,2016,February,25,0,3,2,0,0,BB,PRT,TA/TO,0,1,0,A,A,Non Refund,44,Transient,0,Canceled
Resort Hotel,1,2015,October,24,0,1,1,0,0,BB,PRT,Corporate,0,1,0,A,A,No Deposit,0,Transient,0,Canceled
Resort Hotel,0,2017,August,2,0,1,2,0,0,HB,FRA,TA/TO,0,0,0,E,E,No Deposit,0,Transient,0,Check-Out
City Hotel,1,2017,April,27,1,3,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,Non Refund,0,Transient,0,Canceled
City Hotel,0,2016,August,29,1,3,3,0,0,BB,DEU,TA/TO,0,0,0,D,D,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,2017,August,7,3,7,2,0,0,HB,FRA,TA/TO,0,0,0,D,D,No Deposit,0,Transient,0,Check-Out
City Hotel,1,2015,October,8,0,2,2,0,0,BB,PRT,TA/TO,0,1,0,A,A,Non Refund,0,Contract,0,Canceled
City Hotel,0,2017,March,1,0,1,1,0,0,BB,PRT,Corporate,1,1,12,A,D,No Deposit,0,Transient,1,Check-Out
Resort Hotel,0,2017,February,20,1,0,2,0,0,BB,USA,TA/TO,0,0,0,E,E,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,2015,December,4,0,2,2,0,0,BB,PRT,Direct,0,0,0,D,D,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2016,July,30,1,1,2,0,0,HB,DEU,TA/TO,0,0,0,A,A,No Deposit,0,Transient-Party,0,Check-Out
City Hotel,1,2017,July,2,2,2,2,0,0,BB,GBR,TA/TO,0,0,0,D,D,No Deposit,0,Transient,0,Canceled
Resort Hotel,0,2017,August,17,0,1,1,0,0,BB,PRT,Corporate,0,0,0,A,E,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,2016,July,12,2,9,2,0,0,BB,GBR,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2016,November,20,2,2,2,0,0,BB,GBR,TA/TO,0,0,0,D,D,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,2017,July,8,2,1,1,2,0,BB,DNK,TA/TO,0,0,0,F,F,No Deposit,0,Transient-Party,0,Check-Out
City Hotel,0,2016,February,19,0,2,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,No Deposit,0,Transient-Party,0,Check-Out
Resort Hotel,0,2015,August,15,3,6,2,0,0,FB,PRT,Direct,0,0,0,D,D,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2017,June,2,2,2,2,0,0,SC,SWE,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
Resort Hotel,1,2015,November,30,1,3,1,0,0,BB,PRT,TA/TO,0,1,0,A,A,No Deposit,0,Transient-Party,0,Canceled
Resort Hotel,0,2017,May,25,0,3,1,0,0,BB,GBR,TA/TO,0,0,0,D,D,No Deposit,0,Transient-Party,0,Check-Out
City Hotel,1,2015,December,8,0,2,1,0,0,BB,PRT,TA/TO,0,1,0,A,A,Non Refund,0,Transient,0,Canceled
City Hotel,0,2016,October,22,2,2,2,0,0,BB,GBR,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2017,January,5,0,3,2,1,0,HB,ITA,TA/TO,0,0,0,D,D,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2017,June,23,1,2,3,0,0,BB,FRA,TA/TO,0,0,0,D,D,No Deposit,0,Transient,0,Check-Out
City Hotel,1,2016,June,27,2,5,2,0,0,SC,NOR,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Canceled
City Hotel,1,2016,April,30,2,4,1,0,0,BB,AGO,TA/TO,0,0,0,D,D,No Deposit,0,Transient,0,No-Show
Resort Hotel,0,2016,March,29,0,1,1,0,0,BB,PRT,Corporate,1,1,1,A,D,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2017,March,24,1,2,2,0,0,SC,IRL,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,2016,August,13,2,2,3,0,0,BB,ITA,TA/TO,0,0,0,A,A,No Deposit,0,Transient-Party,0,Check-Out
City Hotel,0,2015,October,30,1,2,2,0,0,BB,ESP,TA/TO,0,0,0,D,D,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2015,August,28,0,1,2,0,0,BB,PRT,Direct,0,0,0,A,A,No Deposit,0,Transient,1,Check-Out
Resort Hotel,1,2016,October,27,0,1,1,0,0,BB,BEL,TA/TO,0,0,0,A,A,No Deposit,0,Transient-Party,0,Canceled
City Hotel,0,2017,May,1,1,0,2,0,0,BB,GBR,Direct,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
City Hotel,1,2017,May,30,0,2,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,Non Refund,0,Transient,0,Canceled
Resort Hotel,0,2016,March,19,0,1,2,0,0,BB,PRT,TA/TO,0,0,0,D,D,No Deposit,0,Transient-Party,0,Check-Out
City Hotel,0,2016,October,11,0,1,1,0,0,BB,FRA,TA/TO,0,0,0,A,A,No Deposit,0,Transient-Party,0,Check-Out
Resort Hotel,0,2016,February,25,1,3,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,No Deposit,0,Transient-Party,0,Check-Out
City Hotel,1,2015,July,12,2,1,2,0,0,BB,PRT,TA/TO,0,1,0,A,A,No Deposit,0,Transient,0,Canceled
City Hotel,0,2016,July,25,2,5,2,0,0,BB,BEL,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2016,May,6,0,2,3,0,0,BB,GBR,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2017,January,4,0,1,2,0,0,SC,DEU,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2016,December,19,1,0,1,0,0,BB,PRT,Corporate,1,0,5,A,A,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2017,March,1,0,3,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2017,April,30,2,4,2,0,0,BB,FRA,TA/TO,0,0,0,D,D,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2017,April,9,1,0,2,0,0,HB,GBR,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
City Hotel,1,2017,June,19,1,3,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,Non Refund,0,Transient,0,Canceled
City Hotel,1,2016,November,1,2,8,1,0,0,BB,PRT,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,No-Show
City Hotel,0,2017,June,5,1,2,2,0,0,SC,FRA,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2015,September,19,0,1,2,0,0,BB,PRT,TA/TO,0,0,0,A,E,No Deposit,0,Contract,0,Check-Out
City Hotel,0,2017,August,30,2,5,2,0,0,BB,BEL,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
Resort Hotel,1,2017,June,23,2,5,2,0,0,BB,PRT,Corporate,0,0,0,E,E,No Deposit,0,Transient,0,Canceled
City Hotel,0,2015,November,15,1,0,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,No Deposit,0,Contract,0,Check-Out
City Hotel,0,2016,November,1,0,5,2,0,0,BB,DEU,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2017,February,2,0,3,2,0,0,SC,GBR,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
City Hotel,1,2015,August,30,2,1,2,0,0,HB,ESP,TA/TO,0,0,0,A,A,Non Refund,0,Transient,0,Canceled
City Hotel,0,2017,January,1,2,3,3,0,0,BB,PRT,TA/TO,0,0,0,A,D,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2016,May,15,2,3,2,0,0,BB,DEU,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,2017,June,7,0,1,1,0,0,BB,PRT,Corporate,1,0,1,A,A,No Deposit,0,Transient-Party,0,Check-Out
City Hotel,0,2015,September,10,0,1,2,0,0,BB,PRT,Direct,0,0,0,A,D,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,2016,October,24,1,1,2,0,0,BB,BRA,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
City Hotel,1,2016,November,22,0,3,2,0,0,BB,NLD,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Canceled
City Hotel,0,2015,October,15,0,2,1,0,0,BB,DZA,TA/TO,0,0,0,A,A,No Deposit,0,Transient-Party,0,Check-Out
City Hotel,0,2016,May,19,0,3,2,0,0,BB,FRA,TA/TO,0,0,0,A,A,No Deposit,0,Transient-Party,0,Check-Out
City Hotel,1,2016,October,17,1,2,2,0,0,BB,PRT,TA/TO,0,1,0,A,A,Non Refund,0,Transient,0,Canceled
Resort Hotel,0,2017,June,30,0,1,1,0,0,BB,PRT,TA/TO,0,0,0,A,A,No Deposit,0,Transient-Party,0,Check-Out
City Hotel,0,2016,March,27,2,1,2,0,0,HB,PRT,TA/TO,0,0,0,A,A,No Deposit,0,Transient-Party,0,Check-Out
City Hotel,1,2015,October,11,2,0,2,0,0,BB,PRT,TA/TO,0,1,0,A,A,Non Refund,0,Transient,0,Canceled
City Hotel,1,2017,May,29,2,5,2,0,0,BB,DEU,TA/TO,0,0,0,D,D,No Deposit,0,Transient,0,Canceled
City Hotel,0,2015,October,23,2,2,2,0,0,BB,ITA,TA/TO,0,0,0,A,A,No Deposit,0,Transient-Party,0,Check-Out
City Hotel,0,2015,September,11,0,2,1,0,0,BB,PRT,TA/TO,0,0,0,A,B,No Deposit,0,Transient-Party,0,Check-Out
Resort Hotel,1,2017,March,24,3,7,1,0,0,HB,PRT,TA/TO,0,0,0,A,A,No Deposit,0,Transient-Party,0,Canceled
City Hotel,1,2016,September,30,0,1,2,0,0,BB,DEU,TA/TO,0,0,0,D,D,No Deposit,0,Transient,0,Canceled
Resort Hotel,0,2016,January,27,0,2,2,0,0,BB,ESP,TA/TO,0,0,0,A,D,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2015,September,6,2,0,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,No Deposit,0,Transient-Party,0,Check-Out
City Hotel,1,2017,January,18,0,3,1,0,0,BB,PRT,TA/TO,0,0,0,A,A,No Deposit,0,Transient-Party,0,Canceled
City Hotel,1,2016,April,17,2,0,2,0,0,HB,PRT,TA/TO,0,0,0,A,A,Non Refund,0,Transient,0,Canceled
Resort Hotel,0,2016,December,4,2,0,2,0,0,BB,ESP,TA/TO,0,0,0,D,E,No Deposit,0,Transient,1,Check-Out
Resort Hotel,0,2016,July,26,2,8,3,0,0,BB,GBR,TA/TO,0,0,0,A,E,No Deposit,0,Contract,0,Check-Out
Resort Hotel,0,2016,November,18,0,2,2,0,0,BB,MWI,TA/TO,0,0,0,E,F,No Deposit,0,Transient,1,Check-Out
City Hotel,0,2017,May,28,2,5,2,0,0,SC,GBR,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2015,September,5,2,2,1,0,0,BB,ESP,TA/TO,0,0,0,A,D,No Deposit,0,Transient-Party,0,Check-Out
Resort Hotel,0,2015,July,14,4,10,2,0,0,HB,SWE,TA/TO,0,0,0,D,D,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,2016,November,4,0,2,2,0,0,BB,ESP,TA/TO,0,0,0,D,D,No Deposit,0,Transient,1,Check-Out
City Hotel,0,2016,October,13,0,1,2,0,0,SC,PRT,TA/TO,0,0,0,D,D,No Deposit,0,Transient,0,Check-Out
City Hotel,1,2016,October,13,0,3,1,0,0,BB,PRT,TA/TO,0,0,0,A,A,No Deposit,0,Transient-Party,0,Canceled
Resort Hotel,0,2015,November,6,0,2,2,1,0,HB,GBR,TA/TO,0,0,0,A,C,No Deposit,0,Transient,1,Check-Out
Resort Hotel,0,2016,November,18,2,5,2,0,0,BB,IRL,Direct,0,0,0,A,C,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,2017,February,15,1,4,2,0,0,BB,GBR,Corporate,0,0,0,A,A,No Deposit,0,Transient-Party,0,Check-Out
City Hotel,1,2016,June,5,2,2,1,0,0,BB,PRT,TA/TO,0,0,0,A,A,Non Refund,0,Transient,0,Canceled
Resort Hotel,1,2016,September,6,2,5,2,0,0,BB,IRL,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Canceled
Resort Hotel,1,2017,July,29,2,4,2,0,0,BB,CN,TA/TO,0,0,0,E,E,No Deposit,0,Transient,0,Canceled
City Hotel,0,2016,December,29,0,3,2,0,0,BB,MOZ,TA/TO,0,0,0,D,D,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2016,March,16,0,2,1,0,0,BB,PRT,Corporate,0,0,0,A,A,No Deposit,0,Transient-Party,0,Check-Out
City Hotel,1,2017,June,9,1,2,2,1,0,BB,CN,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Canceled
City Hotel,0,2017,May,8,1,1,1,0,0,BB,FRA,Direct,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,2017,June,22,2,4,2,0,0,BB,IRL,TA/TO,0,0,0,E,E,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,2017,July,3,1,4,2,0,0,BB,PRT,Direct,0,0,0,A,C,No Deposit,0,Transient,0,Check-Out
City Hotel,1,2016,October,1,2,1,2,0,0,BB,TWN,TA/TO,0,0,0,D,D,No Deposit,0,Transient,0,Canceled
City Hotel,0,2017,June,22,0,1,1,0,0,SC,NLD,Direct,0,0,0,A,A,No Deposit,0,Transient-Party,0,Check-Out
Resort Hotel,0,2017,May,30,0,4,2,0,0,BB,IRL,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,2017,July,9,2,5,2,0,0,HB,GBR,TA/TO,0,0,0,D,D,No Deposit,0,Transient,0,Check-Out
City Hotel,1,2016,October,12,0,1,2,0,0,SC,FRA,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Canceled
City Hotel,1,2017,February,1,0,3,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,Non Refund,0,Transient,0,Canceled
City Hotel,0,2015,August,19,0,1,1,0,0,BB,PRT,Corporate,1,1,1,A,D,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2016,April,23,2,2,2,0,0,BB,FRA,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,2015,August,26,0,4,2,0,0,HB,ESP,TA/TO,0,0,0,D,D,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,2016,December,31,1,1,2,0,0,BB,PRT,TA/TO,0,0,0,D,C,No Deposit,0,Transient-Party,0,Check-Out
City Hotel,0,2016,March,6,0,0,2,0,0,BB,PRT,TA/TO,1,0,0,D,K,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,2016,March,11,0,2,2,1,0,BB,ESP,TA/TO,0,0,0,A,C,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,2017,July,14,0,2,2,0,0,BB,ESP,TA/TO,0,0,0,E,E,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2016,July,4,1,2,2,0,0,BB,CZE,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2016,December,27,0,1,2,2,0,BB,USA,Direct,0,0,0,F,F,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2016,December,16,0,1,2,0,0,SC,TUR,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2016,September,12,1,0,2,0,0,SC,CHN,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
City Hotel,1,2016,March,25,1,2,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,Non Refund,0,Transient,0,Canceled
City Hotel,0,2015,September,16,0,2,1,0,0,BB,ESP,TA/TO,0,0,0,A,B,No Deposit,0,Transient-Party,0,Check-Out
City Hotel,0,2016,September,16,0,2,2,0,0,HB,ITA,TA/TO,0,0,0,A,A,No Deposit,44,Transient-Party,0,Check-Out
City Hotel,1,2016,July,13,0,3,2,0,0,BB,FRA,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Canceled
City Hotel,1,2016,July,22,1,2,2,0,0,SC,MAC,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Canceled
Resort Hotel,0,2015,July,27,2,5,2,0,0,BB,IRL,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
Resort Hotel,1,2016,August,14,4,10,2,1,0,BB,GBR,Direct,0,1,1,C,C,No Deposit,0,Group,0,Canceled
City Hotel,1,2017,June,18,2,1,2,0,0,BB,HUN,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Canceled
Resort Hotel,0,2015,August,14,0,2,3,0,0,HB,ESP,TA/TO,0,0,0,A,D,No Deposit,0,Transient,0,Check-Out
Resort Hotel,1,2017,August,25,2,4,2,0,0,BB,ESP,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Canceled
City Hotel,1,2016,March,13,1,0,2,0,0,BB,PRT,Corporate,0,0,0,A,A,No Deposit,0,Transient,0,Canceled
City Hotel,1,2017,June,30,0,2,2,0,0,BB,GBR,TA/TO,0,0,0,D,D,No Deposit,0,Transient,0,Canceled
City Hotel,0,2015,September,4,1,2,1,0,0,BB,SWE,TA/TO,0,0,0,A,A,No Deposit,0,Transient-Party,0,Check-Out
City Hotel,1,2016,June,27,1,0,2,0,0,SC,PRT,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Canceled
Resort Hotel,0,2017,March,5,2,5,2,0,0,HB,DEU,TA/TO,0,0,0,D,E,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2016,October,9,1,0,2,0,0,BB,PRT,Direct,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2016,May,15,2,1,1,0,0,BB,PRT,Corporate,1,3,32,A,A,No Deposit,0,Transient-Party,0,Check-Out
City Hotel,0,2017,March,11,0,1,2,0,0,BB,PRT,TA/TO,0,0,0,D,A,No Deposit,0,Group,0,Check-Out
Resort Hotel,0,2016,April,10,4,8,2,0,0,BB,PRT,Direct,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2017,June,18,2,1,1,0,0,BB,POL,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,2016,June,24,2,5,2,0,1,BB,GBR,TA/TO,0,0,0,E,E,No Deposit,0,Transient,0,Check-Out
Resort Hotel,1,2017,August,25,2,4,2,0,0,BB,ESP,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Canceled
Resort Hotel,0,2017,March,14,0,5,2,0,1,BB,FRA,Direct,0,0,0,D,D,No Deposit,0,Transient,0,Check-Out
